,RUN,Target sample,Source populations,Reference populations,Thresholds,contributing populations,non-contributing populations,ambiguous populations,number of valid models,number of compact models,number of questionable models,number of changed classification due to questionable models,number of compact models that contain a compact model,comment
0,main run,castuk_t_15_a,"anatolia_n, armenia_chl, steppe_mlba, tunisia_n, megiddo_mlba_original","elmiron,mota,ust_ishim,kostenki14,goyetq116-1,vestonice16,ma1,villabruna,ehg,chg,natufian","tail_prob=0.05, p_value=0.05","anatolia_n, tunisia_n",megiddo_mlba_original,"armenia_chl, steppe_mlba",4,2,0,0,0,

,valid models,"feasible                                      True
Anatolia_N                                   0.561
Armenia_ChL                                  0.087
Steppe_MLBA                                  0.105
Tunisia_N                                    0.247
Megiddo_MLBA_original                            0
prob                                      0.091144
nested-p                                  0.244406
nested_p_with_Anatolia_N                         0
nested_p_with_Armenia_ChL                 0.205055
nested_p_with_Steppe_MLBA                0.0699156
nested_p_with_Tunisia_N                2.22045e-16
nested_p_with_Megiddo_MLBA_original       0.244406
Name: 621, dtype: object","feasible                                      True
Anatolia_N                                   0.506
Armenia_ChL                                      0
Steppe_MLBA                                  0.148
Tunisia_N                                    0.231
Megiddo_MLBA_original                        0.115
prob                                      0.109228
nested-p                                  0.386793
nested_p_with_Anatolia_N               1.48447e-06
nested_p_with_Armenia_ChL                 0.386793
nested_p_with_Steppe_MLBA              2.40358e-06
nested_p_with_Tunisia_N                6.65442e-11
nested_p_with_Megiddo_MLBA_original       0.136941
Name: 624, dtype: object","feasible                                      True
Anatolia_N                                   0.504
Armenia_ChL                                  0.252
Steppe_MLBA                                      0
Tunisia_N                                    0.244
Megiddo_MLBA_original                            0
prob                                      0.050474
nested-p                                 0.0982736
nested_p_with_Anatolia_N                         0
nested_p_with_Armenia_ChL              1.69104e-05
nested_p_with_Steppe_MLBA                0.0699156
nested_p_with_Tunisia_N                9.99201e-16
nested_p_with_Megiddo_MLBA_original        0.26605
Name: 627, dtype: object","feasible                                      True
Anatolia_N                                     0.6
Armenia_ChL                                      0
Steppe_MLBA                                  0.155
Tunisia_N                                    0.245
Megiddo_MLBA_original                            0
prob                                     0.0837491
nested-p                                  0.227524
nested_p_with_Anatolia_N                         0
nested_p_with_Armenia_ChL                 0.205055
nested_p_with_Steppe_MLBA              7.01919e-06
nested_p_with_Tunisia_N                1.11022e-16
nested_p_with_Megiddo_MLBA_original       0.136941
Name: 629, dtype: object"
0,classification,Not Compact,Not Compact,Compact,Compact

,RUN,Target sample,Source populations,Reference populations,Thresholds,contributing populations,non-contributing populations,ambiguous populations,number of valid models,number of compact models,number of questionable models,number of changed classification due to questionable models,number of compact models that contain a compact model,comment
0,validation anatolia n in reference set,castuk_t_15_a,"armenia_chl, steppe_mlba, tunisia_n, megiddo_mlba_original","elmiron,mota,ust_ishim,kostenki14,goyetq116-1,vestonice16,ma1,villabruna,ehg,chg,natufian,anatolia_n","tail_prob=0.05, p_value=0.05",,,,0,0,0,0,0,NO VALID MODELS

,valid models
0,classification

,RUN,Target sample,Source populations,Reference populations,Thresholds,contributing populations,non-contributing populations,ambiguous populations,number of valid models,number of compact models,number of questionable models,number of changed classification due to questionable models,number of compact models that contain a compact model,comment
0,validation armenia chl in reference set,castuk_t_15_a,"anatolia_n, steppe_mlba, tunisia_n, megiddo_mlba_original","elmiron,mota,ust_ishim,kostenki14,goyetq116-1,vestonice16,ma1,villabruna,ehg,chg,natufian,armenia_chl","tail_prob=0.05, p_value=0.05","anatolia_n, steppe_mlba, tunisia_n",megiddo_mlba_original,,2,1,0,0,0,

,valid models,"feasible                                      True
Anatolia_N                                   0.515
Steppe_MLBA                                  0.143
Tunisia_N                                    0.215
Megiddo_MLBA_original                        0.127
prob                                     0.0757598
nested-p                                       NaN
nested_p_with_Anatolia_N               6.98595e-07
nested_p_with_Steppe_MLBA              4.14197e-06
